"UniqueID","Probability1"
11862,0.21484375
11863,0.21484375
11864,0.21484375
11865,0.907749077490775
11866,0.21484375
11867,0.21484375
11868,0.21484375
11869,0.21484375
11870,0.21484375
11871,0.907749077490775
11872,0.21484375
11873,0.21484375
11874,0.21484375
11875,0.664429530201342
11876,0.21484375
11877,0.664429530201342
11878,0.664429530201342
11879,0.21484375
11880,0.21484375
11881,0.664429530201342
11882,0.21484375
11883,0.21484375
11884,0.21484375
11885,0.21484375
11886,0.21484375
11887,0.21484375
11888,0.21484375
11889,0.21484375
11890,0.21484375
11891,0.907749077490775
11892,0.21484375
11893,0.664429530201342
11894,0.21484375
11895,0.21484375
11896,0.21484375
11897,0.21484375
11898,0.21484375
11899,0.21484375
11900,0.21484375
11901,0.335616438356164
11902,0.664429530201342
11903,0.21484375
11904,0.21484375
11905,0.21484375
11906,0.907749077490775
11907,0.21484375
11908,0.21484375
11909,0.21484375
11910,0.21484375
11911,0.21484375
11912,0.21484375
11913,0.907749077490775
11914,0.335616438356164
11915,0.21484375
11916,0.21484375
11917,0.21484375
11918,0.907749077490775
11919,0.21484375
11920,0.21484375
11921,0.21484375
11922,0.907749077490775
11923,0.907749077490775
11924,0.664429530201342
11925,0.907749077490775
11926,0.21484375
11927,0.907749077490775
11928,0.21484375
11929,0.21484375
11930,0.907749077490775
11931,0.21484375
11932,0.21484375
11933,0.664429530201342
11934,0.21484375
11935,0.21484375
11936,0.21484375
11937,0.907749077490775
11938,0.664429530201342
11939,0.21484375
11940,0.664429530201342
11941,0.335616438356164
11942,0.907749077490775
11943,0.21484375
11944,0.907749077490775
11945,0.907749077490775
11946,0.907749077490775
11947,0.907749077490775
11948,0.21484375
11949,0.907749077490775
11950,0.907749077490775
11951,0.21484375
11952,0.21484375
11953,0.907749077490775
11954,0.21484375
11955,0.907749077490775
11956,0.907749077490775
11957,0.335616438356164
11958,0.21484375
11959,0.907749077490775
11960,0.907749077490775
11961,0.907749077490775
11962,0.21484375
11963,0.21484375
11964,0.21484375
11965,0.21484375
11966,0.907749077490775
11967,0.907749077490775
11968,0.664429530201342
11969,0.907749077490775
11970,0.907749077490775
11971,0.335616438356164
11972,0.907749077490775
11973,0.907749077490775
11974,0.907749077490775
11975,0.907749077490775
11976,0.664429530201342
11977,0.907749077490775
11978,0.335616438356164
11979,0.907749077490775
11980,0.907749077490775
11981,0.907749077490775
11982,0.907749077490775
11983,0.907749077490775
11984,0.907749077490775
11985,0.907749077490775
11986,0.21484375
11987,0.907749077490775
11988,0.21484375
11989,0.907749077490775
11990,0.907749077490775
11991,0.907749077490775
11992,0.335616438356164
11993,0.907749077490775
11994,0.21484375
11995,0.335616438356164
11996,0.907749077490775
11997,0.664429530201342
11998,0.21484375
11999,0.21484375
12000,0.907749077490775
12001,0.907749077490775
12002,0.907749077490775
12003,0.907749077490775
12004,0.907749077490775
12005,0.907749077490775
12006,0.907749077490775
12007,0.907749077490775
12008,0.335616438356164
12009,0.664429530201342
12010,0.907749077490775
12011,0.907749077490775
12012,0.21484375
12013,0.21484375
12014,0.21484375
12015,0.907749077490775
12016,0.21484375
12017,0.907749077490775
12018,0.907749077490775
12019,0.907749077490775
12020,0.907749077490775
12021,0.907749077490775
12022,0.907749077490775
12023,0.907749077490775
12024,0.21484375
12025,0.907749077490775
12026,0.907749077490775
12027,0.907749077490775
12028,0.335616438356164
12029,0.335616438356164
12030,0.907749077490775
12031,0.907749077490775
12032,0.664429530201342
12033,0.335616438356164
12034,0.664429530201342
12035,0.21484375
12036,0.21484375
12037,0.21484375
12038,0.21484375
12039,0.335616438356164
12040,0.21484375
12041,0.335616438356164
12042,0.907749077490775
12043,0.21484375
12044,0.907749077490775
12045,0.664429530201342
12046,0.907749077490775
12047,0.21484375
12048,0.907749077490775
12049,0.907749077490775
12050,0.21484375
12051,0.907749077490775
12052,0.21484375
