"UniqueID","Probability1"
11862,0.305920478829703
11863,0.467888502334203
11864,0.00785421087423893
11865,0.491709483018546
11866,0.00970844571032629
11867,0.174863163693113
11868,0.606840526711175
11869,0.340676917630774
11870,0.0395171472997497
11871,0.491709483018546
11872,0.510898317437825
11873,0.817239523392997
11874,0.735125904091177
11875,0.491709483018546
11876,0.49618927577166
11877,0.491709483018546
11878,0.258510775776867
11879,0.491709483018546
11880,0.491709483018546
11881,0.491709483018546
11882,0.112832834827328
11883,0.491709483018546
11884,0.257968094457431
11885,0.491709483018546
11886,0.491709483018546
11887,0.825120548618403
11888,0.491709483018546
11889,0.491709483018546
11890,0.144419641946456
11891,0.491709483018546
11892,0.469751155158952
11893,0.265438336388019
11894,0.213357144390487
11895,0.491709483018546
11896,0.314724905465284
11897,0.419902820960181
11898,0.491709483018546
11899,0.0909802870832744
11900,0.491709483018546
11901,0.493480443637441
11902,0.2551757832463
11903,0.491709483018546
11904,0.491709483018546
11905,0.165038886937724
11906,0.491709483018546
11907,0.491709483018546
11908,0.708589106940927
11909,0.491709483018546
11910,0.101220131089036
11911,0.305920478829703
11912,0.491709483018546
11913,0.491709483018546
11914,0.367706907264885
11915,0.576933016092843
11916,0.491709483018546
11917,0.491709483018546
11918,0.305920478829703
11919,0.0349095681749512
11920,0.305920478829703
11921,0.132696932860674
11922,0.557460930099985
11923,0.491709483018546
11924,0.491709483018546
11925,0.53565924239755
11926,0.643728429689958
11927,0.491709483018546
11928,0.491709483018546
11929,0.491709483018546
11930,0.491709483018546
11931,0.491709483018546
11932,0.491709483018546
11933,0.491709483018546
11934,0.0886332460610393
11935,0.342172650183969
11936,0.491709483018546
11937,0.491709483018546
11938,0.518398039120728
11939,0.376076542410641
11940,0.491709483018546
11941,0.491709483018546
11942,0.540093077212172
11943,0.11488211377116
11944,0.383674212650498
11945,0.613990871013828
11946,0.491709483018546
11947,0.491709483018546
11948,0.477032840705294
11949,0.491709483018546
11950,0.491709483018546
11951,0.618459192631953
