"UniqueID","Probability1"
11862,0.307403816256664
11863,0.391322389954936
11864,0.232150700325758
11865,0.796780061657615
11866,0.246773923696973
11867,0.15001412939126
11868,0.356841089753105
11869,0.156702093886592
11870,0.360880966906088
11871,0.761077296986348
11872,0.26952106285142
11873,0.284216631999829
11874,0.254918639667244
11875,0.756122011994806
11876,0.317923523108207
11877,0.683651079247672
11878,0.760241895030215
11879,0.29758498138189
11880,0.216624873977817
11881,0.604099183906779
11882,0.102959218168616
11883,0.125791387434941
11884,0.137009839762808
11885,0.356820609459166
11886,0.196640605250415
11887,0.201864412092744
11888,0.326007792857179
11889,0.0945876961925193
11890,0.206660497807001
11891,0.90474081719132
11892,0.281074382619785
11893,0.760241895030215
11894,0.297678255812525
11895,0.106444711030867
11896,0.169080773684778
11897,0.291533938803766
11898,0.187854889628988
11899,0.35694349907085
11900,0.159678018704057
11901,0.614548073277791
11902,0.941547385264086
11903,0.0837295480954177
11904,0.177893294881956
11905,0.35323608822863
11906,0.832685893339126
11907,0.269874416276023
11908,0.184914484305324
11909,0.00418763869369185
11910,0.270382814824231
11911,0.199036011484387
11912,0.294857286379232
11913,0.799262157167811
11914,0.554699622085176
11915,0.209134122309799
11916,0.0651917210835374
11917,0.165215346351476
11918,0.796780061657615
11919,0.230258563922991
11920,0.232150700325758
11921,0.265991913731635
11922,0.799669538365429
11923,0.96694682868866
11924,0.504015637129871
11925,0.966949680666965
11926,0.184914484305324
11927,0.796794510792904
11928,0.527376893778212
11929,0.223584793159767
11930,0.880334125515296
11931,0.261671281611743
11932,0.162799693657016
11933,0.801431615208625
11934,0.193361497828633
11935,0.18490103467086
11936,0.223584793159767
11937,0.799262157167811
11938,0.720929592823137
11939,0.119696656297902
11940,0.712680902420853
11941,0.482745596463347
11942,0.85273296198115
11943,0.0981102674545159
11944,0.740886811321769
11945,0.880334125515296
11946,0.796794510792904
11947,0.952243744297092
11948,0.129902308312558
11949,0.791691145880258
11950,0.705184011625921
11951,0.134544608853602
11952,0.331861319057387
11953,0.966767461704794
11954,0.33367219505077
11955,0.785743144560872
11956,0.880334125515296
11957,0.646660973930824
11958,0.129423221583472
11959,0.830143864852236
11960,0.761887695140779
11961,0.77693991215714
11962,0.202022611477615
11963,0.226327630634985
11964,0.346667484549677
11965,0.134544608853602
11966,0.776924446491381
11967,0.752512053113836
11968,0.776128155710715
11969,0.735894520533198
11970,0.752512053113836
11971,0.660576961948385
11972,0.768770562830936
11973,0.860451302244054
11974,0.989685991318302
11975,0.800704324674406
11976,0.72981738189324
11977,0.769095992416905
11978,0.567883320224457
11979,0.86044058668979
11980,0.751662813319312
11981,0.810847678849207
11982,0.752869612218019
11983,0.880324724360961
11984,0.965228583407225
11985,0.880334125515296
11986,0.259092747428021
11987,0.828881858117365
11988,0.224276779776395
11989,0.904636108461184
11990,0.796780061657615
11991,0.799262157167811
11992,0.715062710451904
11993,0.903976686453031
11994,0.293539707069663
11995,0.618417372631328
11996,0.760727839009335
11997,0.414813385449149
11998,0.288343379542262
11999,0.38444270711172
12000,0.752512053113836
12001,0.744474634717964
12002,0.881168275772966
12003,0.904636108461184
12004,0.826101213372315
12005,0.927938532147204
12006,0.863131218414345
12007,0.754170248501827
12008,0.324279874570497
12009,0.840637537787257
